1419.550	4279.000
1427.551	4040.000
1435.551	3672.000
1443.551	3418.000
1451.551	3154.000
1459.551	3080.000
1467.551	2969.000
1475.552	2778.000
1483.552	2751.000
1491.552	2686.000
1499.552	2643.000
1507.552	2550.000
1515.552	2704.000
1523.553	2754.000
1531.553	2666.000
1539.553	2851.000
1547.553	2913.000
1555.553	3075.000
1563.553	3143.000
1571.554	3218.000
1579.554	3440.000
1587.554	3475.000
1595.554	3680.000
1603.554	3759.000
1611.554	3772.000
1619.555	3865.000
1627.555	4053.000
1635.555	3941.000
1643.555	3843.000
1651.555	3844.000
1659.555	3883.000
1667.556	3722.000
1675.556	3607.000
1683.556	3437.000
1691.556	3314.000
1699.556	3151.000
1707.556	2967.000
1715.557	2818.000
1723.557	2637.000
1731.557	2480.000
1739.557	2374.000
1747.557	2187.000
1755.557	1997.000
1763.558	1846.000
1771.558	1773.000
1779.558	1729.000
1787.558	1530.000
1795.558	1494.000
1803.558	1392.000
1811.559	1355.000
1819.559	1325.000
1827.559	1301.000
1835.559	1278.000
1843.559	1349.000
1851.559	1375.000
1859.560	1292.000
1867.560	1316.000
1875.560	1411.000
1883.560	1372.000
1891.560	1339.000
1899.560	1496.000
1907.561	1470.000
1915.561	1518.000
1923.561	1576.000
1931.561	1594.000
1939.561	1579.000
1947.561	1689.000
1955.562	1623.000
1963.562	1648.000
1971.562	1621.000
1979.562	1572.000
1987.562	1611.000
1995.562	1538.000
2003.563	1490.000
2011.563	1492.000
2019.563	1478.000
2027.563	1338.000
2035.563	1231.000
2043.563	1178.000
2051.564	1144.000
2059.564	1054.000
2067.564	954.000
2075.564	879.000
2083.564	868.000
2091.564	765.000
2099.565	829.000
2107.565	686.000
2115.565	629.000
2123.565	628.000
2131.565	604.000
2139.565	550.000
2147.566	561.000
2155.566	567.000
2163.566	549.000
2171.566	570.000
2179.566	569.000
2187.566	574.000
2195.567	582.000
2203.567	542.000
2211.567	575.000
2219.567	560.000
2227.567	554.000
2235.567	553.000
2243.568	629.000
2251.568	544.000
2259.568	589.000
2267.568	616.000
2275.568	636.000
2283.568	626.000
2291.569	627.000
2299.569	611.000
2307.569	574.000
2315.569	636.000
2323.569	567.000
2331.569	535.000
2339.570	538.000
2347.570	498.000
2355.570	460.000
2363.570	425.000
2371.570	401.000
2379.570	392.000
2387.571	363.000
2395.571	345.000
2403.571	338.000
2411.571	333.000
2419.571	309.000
2427.571	273.000
2435.572	240.000
2443.572	260.000
2451.572	238.000
2459.572	216.000
2467.572	205.000
2475.572	208.000
2483.573	197.000
2491.573	198.000
2499.573	215.000
2507.573	234.000
2515.573	191.000
2523.573	183.000
2531.574	207.000
2539.574	209.000
2547.574	203.000
2555.574	219.000
2563.574	211.000
2571.574	204.000
2579.575	196.000
2587.575	217.000
2595.575	243.000
2603.575	194.000
2611.575	212.000
2619.575	176.000
2627.576	214.000
2635.576	199.000
2643.576	175.000
2651.576	190.000
2659.576	178.000
2667.576	175.000
2675.577	156.000
2683.577	151.000
2691.577	147.000
2699.577	135.000
2707.577	129.000
2715.577	113.000
2723.578	124.000
2731.578	107.000
2739.578	121.000
2747.578	114.000
2755.578	103.000
2763.578	79.000
2771.579	85.000
2779.579	76.000
2787.579	88.000
2795.579	68.000
2803.579	59.000
2811.579	74.000
2819.580	70.000
2827.580	65.000
2835.580	78.000
2843.580	57.000
2851.580	54.000
2859.580	50.000
2867.581	62.000
2875.581	65.000
2883.581	64.000
2891.581	73.000
2899.581	53.000
2907.581	54.000
2915.582	61.000
2923.582	65.000
2931.582	56.000
2939.582	63.000
2947.582	58.000
2955.582	53.000
2963.583	69.000
2971.583	54.000
2979.583	51.000
2987.583	38.000
2995.583	62.000
3003.583	63.000
3011.584	48.000
3019.584	48.000
3027.584	42.000
3035.584	40.000
3043.584	40.000
3051.584	30.000
3059.585	31.000
3067.585	29.000
3075.585	32.000
3083.585	29.000
3091.585	25.000
3099.585	38.000
3107.586	24.000
3115.586	15.000
3123.586	19.000
3131.586	25.000
3139.586	18.000
3147.586	21.000
3155.587	23.000
3163.587	18.000
3171.587	24.000
3179.587	22.000
3187.587	16.000
3195.587	15.000
3203.588	18.000
3211.588	25.000
3219.588	24.000
3227.588	17.000
3235.588	20.000
3243.588	15.000
3251.589	18.000
3259.589	14.000
3267.589	20.000
3275.589	16.000
3283.589	20.000
3291.589	16.000
3299.590	18.000
3307.590	25.000
3315.590	14.000
3323.590	14.000
3331.590	15.000
3339.590	12.000
3347.591	10.000
3355.591	5.000
3363.591	11.000
3371.591	9.000
3379.591	11.000
3387.591	6.000
3395.592	7.000
3403.592	5.000
3411.592	9.000
3419.592	7.000
3427.592	8.000
3435.592	8.000
3443.593	4.000
3451.593	6.000
3459.593	6.000
3467.593	4.000
3475.593	6.000
3483.593	7.000
3491.594	3.000
3499.594	4.000
3507.594	7.000
3515.594	5.000
3523.594	4.000
3531.594	5.000
3539.595	6.000
3547.595	3.000
3555.595	5.000
3563.595	4.000
3571.595	2.000
3579.595	6.000
3587.596	4.000
3595.596	3.000
3603.596	6.000
3611.596	4.000
3619.596	1.000
3627.596	2.000
3635.597	3.000
3643.597	3.000
3651.597	3.000
3659.597	2.000
3667.597	7.000
3675.597	3.000
3683.598	4.000
3691.598	1.000
3699.598	2.000
3707.598	3.000
3715.598	0.000
3723.598	1.000
3731.599	2.000
3739.599	5.000
3747.599	2.000
3755.599	3.000
3763.599	2.000
3771.599	3.000
3779.600	1.000
3787.600	2.000
3795.600	0.000
3803.600	2.000
3811.600	3.000
3819.600	2.000
3827.601	3.000
3835.601	2.000
3843.601	1.000
3851.601	2.000
3859.601	0.000
3867.601	3.000
3875.602	0.000
3883.602	0.000
3891.602	4.000
3899.602	0.000
3907.602	0.000
3915.602	0.000
3923.603	1.000
3931.603	0.000
3939.603	1.000
3947.603	2.000
3955.603	1.000
3963.603	1.000
3971.604	4.000
3979.604	0.000
3987.604	3.000
3995.604	1.000
4003.604	0.000
4011.604	0.000
4019.605	0.000
4027.605	2.000
4035.605	0.000
4043.605	0.000
4051.605	1.000
4059.605	1.000
4067.606	3.000
4075.606	0.000
4083.606	0.000
4091.606	1.000
4099.606	1.000
4107.606	0.000
4115.607	0.000
4123.607	0.000
4131.607	3.000
4139.607	0.000
4147.607	0.000
4155.607	0.000
4163.608	1.000
4171.608	0.000
4179.608	0.000
4187.608	0.000
4195.608	0.000
4203.608	0.000
4211.609	0.000
4219.609	0.000
4227.609	0.000
4235.609	0.000
4243.609	0.000
4251.609	0.000
4259.610	1.000
4267.610	1.000
4275.610	0.000
4283.610	1.000
4291.610	0.000
4299.610	0.000
4307.611	0.000
4315.611	1.000
4323.611	0.000
4331.611	0.000
4339.611	0.000
4347.611	0.000
4355.612	0.000
4363.612	0.000
4371.612	0.000
4379.612	0.000
4387.612	0.000
4395.612	1.000
4403.613	0.000
4411.613	0.000
4419.613	0.000
4427.613	0.000
4435.613	0.000
4443.613	0.000
4451.614	0.000
4459.614	0.000
4467.614	0.000
4475.614	0.000
4483.614	1.000
4491.614	0.000
4499.615	0.000

